Gene,Annotation,Present_ST354,Absent_ST354,Present_Other,Absent_Other,Sensitivity,Specificity,Odds_Ratio,P_Value,Is_Priority_Candidate,Rank,FDR_Q_Value
cysQ,3'(2')5'-bisphosphate nucleotidase CysQ,28,0,3,0,1.0,0.0,,1.0,No,6917,1.0
yebC,putative transcriptional regulatory protein YebC,28,0,3,0,1.0,0.0,,1.0,No,6918,1.0
group_673,hypothetical protein,28,0,3,0,1.0,0.0,,1.0,No,6919,1.0
dnaC_2,Replicative helicase loader DnaC,28,0,3,0,1.0,0.0,,1.0,No,6920,1.0
fliP_1,Flagellar biosynthetic protein FliP,28,0,3,0,1.0,0.0,,1.0,No,6921,1.0
bamD,Outer membrane protein assembly factor BamD,28,0,3,0,1.0,0.0,,1.0,No,6922,1.0
ccmC,Heme exporter protein C,28,0,3,0,1.0,0.0,,1.0,No,6923,1.0
plsC,1-acyl-sn-glycerol-3-phosphate acyltransferase,28,0,3,0,1.0,0.0,,1.0,No,6924,1.0
ycdX,putative phosphatase YcdX,28,0,3,0,1.0,0.0,,1.0,No,6925,1.0
ygaZ,Inner membrane protein YgaZ,28,0,3,0,1.0,0.0,,1.0,No,6926,1.0
dnaQ,DNA polymerase III subunit epsilon,28,0,3,0,1.0,0.0,,1.0,No,6927,1.0
ydjF_2,putative HTH-type transcriptional regulator YdjF,28,0,3,0,1.0,0.0,,1.0,No,6928,1.0
rsmE,Ribosomal RNA small subunit methyltransferase E,28,0,3,0,1.0,0.0,,1.0,No,6929,1.0
pdxJ,Pyridoxine 5'-phosphate synthase,28,0,3,0,1.0,0.0,,1.0,No,6930,1.0
artI,Putative ABC transporter arginine-binding protein 2,28,0,3,0,1.0,0.0,,1.0,No,6931,1.0
rlmB,23S rRNA (guanosine-2'-O-)-methyltransferase RlmB,28,0,3,0,1.0,0.0,,1.0,No,6932,1.0
cysH,Phosphoadenosine 5'-phosphosulfate reductase,28,0,3,0,1.0,0.0,,1.0,No,6933,1.0
exbB,Biopolymer transport protein ExbB,28,0,3,0,1.0,0.0,,1.0,No,6934,1.0
ypdB,Transcriptional regulatory protein YpdB,28,0,3,0,1.0,0.0,,1.0,No,6935,1.0
traS,Protein TraS,1,27,0,3,0.03571428571428571,1.0,inf,1.0,No,6936,1.0
group_4130,IS110 family transposase ISKpn42,1,27,0,3,0.03571428571428571,1.0,inf,1.0,No,6937,1.0
group_4129,hypothetical protein,1,27,0,3,0.03571428571428571,1.0,inf,1.0,No,6938,1.0
group_4126,hypothetical protein,1,27,0,3,0.03571428571428571,1.0,inf,1.0,No,6939,1.0
group_4122,hypothetical protein,1,27,0,3,0.03571428571428571,1.0,inf,1.0,No,6940,1.0
rpsB,Small ribosomal subunit protein uS2,28,0,3,0,1.0,0.0,,1.0,No,6941,1.0
lptB_2,Lipopolysaccharide export system ATP-binding protein LptB,28,0,3,0,1.0,0.0,,1.0,No,6942,1.0
gluA,Glutamate transport ATP-binding protein GluA,28,0,3,0,1.0,0.0,,1.0,No,6943,1.0
fimC,Chaperone protein FimC,28,0,3,0,1.0,0.0,,1.0,No,6944,1.0
phnF,putative transcriptional regulator PhnF,28,0,3,0,1.0,0.0,,1.0,No,6945,1.0
recO,DNA repair protein RecO,28,0,3,0,1.0,0.0,,1.0,No,6946,1.0
mtgA,Biosynthetic peptidoglycan transglycosylase,28,0,3,0,1.0,0.0,,1.0,No,6947,1.0
artP,Arginine transport ATP-binding protein ArtP,28,0,3,0,1.0,0.0,,1.0,No,6948,1.0
sdiA,Regulatory protein SdiA,28,0,3,0,1.0,0.0,,1.0,No,6949,1.0
baeR,Transcriptional regulatory protein BaeR,28,0,3,0,1.0,0.0,,1.0,No,6950,1.0
lpxH,UDP-23-diacylglucosamine hydrolase,28,0,3,0,1.0,0.0,,1.0,No,6951,1.0
glnQ_1,Glutamine transport ATP-binding protein GlnQ,28,0,3,0,1.0,0.0,,1.0,No,6952,1.0
dauR,Transcriptional regulator DauR,28,0,3,0,1.0,0.0,,1.0,No,6953,1.0
yjjQ,Putative transcription factor YjjQ,28,0,3,0,1.0,0.0,,1.0,No,6954,1.0
phoU,Phosphate-specific transport system accessory protein PhoU,28,0,3,0,1.0,0.0,,1.0,No,6955,1.0
pyrH,Uridylate kinase,28,0,3,0,1.0,0.0,,1.0,No,6956,1.0
trmB,tRNA (guanine-N(7)-)-methyltransferase,28,0,3,0,1.0,0.0,,1.0,No,6957,1.0
btsR,Transcriptional regulatory protein BtsR,28,0,3,0,1.0,0.0,,1.0,No,6958,1.0
group_706,hypothetical protein,28,0,3,0,1.0,0.0,,1.0,No,6959,1.0
fadR,Fatty acid metabolism regulator protein,28,0,3,0,1.0,0.0,,1.0,No,6960,1.0
pnuC,Nicotinamide riboside transporter PnuC,28,0,3,0,1.0,0.0,,1.0,No,6961,1.0
dcuR_1,Transcriptional regulatory protein DcuR,28,0,3,0,1.0,0.0,,1.0,No,6962,1.0
ompR,DNA-binding dual transcriptional regulator OmpR,28,0,3,0,1.0,0.0,,1.0,No,6963,1.0
bioC_2,Malonyl-[acyl-carrier protein] O-methyltransferase,28,0,3,0,1.0,0.0,,1.0,No,6964,1.0
hisM,Histidine/lysine/arginine/ornithine transport system permease protein HisM,28,0,3,0,1.0,0.0,,1.0,No,6965,1.0
sdhB,Succinate dehydrogenase iron-sulfur subunit,28,0,3,0,1.0,0.0,,1.0,No,6966,1.0
artQ,Arginine ABC transporter permease protein ArtQ,28,0,3,0,1.0,0.0,,1.0,No,6967,1.0
chaC,Glutathione-specific gamma-glutamylcyclotransferase,28,0,3,0,1.0,0.0,,1.0,No,6968,1.0
deoD,Purine nucleoside phosphorylase DeoD-type,28,0,3,0,1.0,0.0,,1.0,No,6969,1.0
fliA,RNA polymerase sigma factor FliA,28,0,3,0,1.0,0.0,,1.0,No,6970,1.0
lutA,Lactate utilization protein A,28,0,3,0,1.0,0.0,,1.0,No,6971,1.0
group_707,hypothetical protein,28,0,3,0,1.0,0.0,,1.0,No,6972,1.0
group_717,hypothetical protein,28,0,3,0,1.0,0.0,,1.0,No,6973,1.0
purC,Phosphoribosylaminoimidazole-succinocarboxamide synthase,28,0,3,0,1.0,0.0,,1.0,No,6974,1.0
qseG,Quorum-sensing regulator protein G,28,0,3,0,1.0,0.0,,1.0,No,6975,1.0
lpxT,Lipid A 1-diphosphate synthase,28,0,3,0,1.0,0.0,,1.0,No,6976,1.0
aphA,Class B acid phosphatase,28,0,3,0,1.0,0.0,,1.0,No,6977,1.0
livF,High-affinity branched-chain amino acid transport ATP-binding protein LivF,28,0,3,0,1.0,0.0,,1.0,No,6978,1.0
arcA,Aerobic respiration control protein ArcA,28,0,3,0,1.0,0.0,,1.0,No,6979,1.0
yigB,5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YigB,28,0,3,0,1.0,0.0,,1.0,No,6980,1.0
endA,Endonuclease-1,28,0,3,0,1.0,0.0,,1.0,No,6981,1.0
trmO,tRNA (adenine(37)-N6)-methyltransferase,28,0,3,0,1.0,0.0,,1.0,No,6982,1.0
ydjZ_1,TVP38/TMEM64 family inner membrane protein YdjZ,28,0,3,0,1.0,0.0,,1.0,No,6983,1.0
phnR,Putative transcriptional regulator of 2-aminoethylphosphonate degradation operons,28,0,3,0,1.0,0.0,,1.0,No,6984,1.0
ispD,2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase,28,0,3,0,1.0,0.0,,1.0,No,6985,1.0
narJ,Nitrate reductase molybdenum cofactor assembly chaperone NarJ,28,0,3,0,1.0,0.0,,1.0,No,6986,1.0
group_722,hypothetical protein,28,0,3,0,1.0,0.0,,1.0,No,6987,1.0
group_718,hypothetical protein,28,0,3,0,1.0,0.0,,1.0,No,6988,1.0
lolD_1,Lipoprotein-releasing system ATP-binding protein LolD,28,0,3,0,1.0,0.0,,1.0,No,6989,1.0
rplA,Large ribosomal subunit protein uL1,28,0,3,0,1.0,0.0,,1.0,No,6990,1.0
aat,Leucyl/phenylalanyl-tRNA--protein transferase,28,0,3,0,1.0,0.0,,1.0,No,6991,1.0
fabR,HTH-type transcriptional repressor FabR,28,0,3,0,1.0,0.0,,1.0,No,6992,1.0
yggS,Pyridoxal phosphate homeostasis protein,28,0,3,0,1.0,0.0,,1.0,No,6993,1.0
sfsA,Sugar fermentation stimulation protein A,28,0,3,0,1.0,0.0,,1.0,No,6994,1.0
mukE,Chromosome partition protein MukE,28,0,3,0,1.0,0.0,,1.0,No,6995,1.0
group_728,hypothetical protein,28,0,3,0,1.0,0.0,,1.0,No,6996,1.0
group_738,hypothetical protein,28,0,3,0,1.0,0.0,,1.0,No,6997,1.0
mtnN,5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase,28,0,3,0,1.0,0.0,,1.0,No,6998,1.0
yeiL,Regulatory protein YeiL,28,0,3,0,1.0,0.0,,1.0,No,6999,1.0
flgH_1,Flagellar L-ring protein,28,0,3,0,1.0,0.0,,1.0,No,7000,1.0
group_737,hypothetical protein,28,0,3,0,1.0,0.0,,1.0,No,7001,1.0
group_736,hypothetical protein,28,0,3,0,1.0,0.0,,1.0,No,7002,1.0
rpsC,Small ribosomal subunit protein uS3,28,0,3,0,1.0,0.0,,1.0,No,7003,1.0
fre,NAD(P)H-flavin reductase,28,0,3,0,1.0,0.0,,1.0,No,7004,1.0
napG,Ferredoxin-type protein NapG,28,0,3,0,1.0,0.0,,1.0,No,7005,1.0
minC,Septum site-determining protein MinC,28,0,3,0,1.0,0.0,,1.0,No,7006,1.0
flgD,Basal-body rod modification protein FlgD,28,0,3,0,1.0,0.0,,1.0,No,7007,1.0
rutB,Ureidoacrylate amidohydrolase RutB,28,0,3,0,1.0,0.0,,1.0,No,7008,1.0
yhhW,Quercetin 23-dioxygenase,28,0,3,0,1.0,0.0,,1.0,No,7009,1.0
bioD1_1,ATP-dependent dethiobiotin synthetase BioD 1,28,0,3,0,1.0,0.0,,1.0,No,7010,1.0
rsxE,Ion-translocating oxidoreductase complex subunit E,28,0,3,0,1.0,0.0,,1.0,No,7011,1.0
cpxR,Transcriptional regulatory protein CpxR,28,0,3,0,1.0,0.0,,1.0,No,7012,1.0
dgoR_2,Galactonate operon transcriptional repressor,28,0,3,0,1.0,0.0,,1.0,No,7013,1.0
torR,TorCAD operon transcriptional regulatory protein TorR,28,0,3,0,1.0,0.0,,1.0,No,7014,1.0
tolQ,Tol-Pal system protein TolQ,28,0,3,0,1.0,0.0,,1.0,No,7015,1.0
narW,putative nitrate reductase molybdenum cofactor assembly chaperone NarW,28,0,3,0,1.0,0.0,,1.0,No,7016,1.0
aqpZ,Aquaporin Z,28,0,3,0,1.0,0.0,,1.0,No,7017,1.0
queC,7-cyano-7-deazaguanine synthase,28,0,3,0,1.0,0.0,,1.0,No,7018,1.0
yohK,Inner membrane protein YohK,28,0,3,0,1.0,0.0,,1.0,No,7019,1.0
rsuA,Ribosomal small subunit pseudouridine synthase A,28,0,3,0,1.0,0.0,,1.0,No,7020,1.0
creB,Transcriptional regulatory protein CreB,28,0,3,0,1.0,0.0,,1.0,No,7021,1.0
phoB,Phosphate regulon transcriptional regulatory protein PhoB,28,0,3,0,1.0,0.0,,1.0,No,7022,1.0
ung,Uracil-DNA glycosylase,28,0,3,0,1.0,0.0,,1.0,No,7023,1.0
nanE,Putative N-acetylmannosamine-6-phosphate 2-epimerase,28,0,3,0,1.0,0.0,,1.0,No,7024,1.0
modB,Molybdenum transport system permease protein ModB,28,0,3,0,1.0,0.0,,1.0,No,7025,1.0
group_751,hypothetical protein,28,0,3,0,1.0,0.0,,1.0,No,7026,1.0
pepE,Peptidase E,28,0,3,0,1.0,0.0,,1.0,No,7027,1.0
group_749,hypothetical protein,28,0,3,0,1.0,0.0,,1.0,No,7028,1.0
cmk,Cytidylate kinase,28,0,3,0,1.0,0.0,,1.0,No,7029,1.0
cusR,Transcriptional regulatory protein CusR,28,0,3,0,1.0,0.0,,1.0,No,7030,1.0
group_756,hypothetical protein,28,0,3,0,1.0,0.0,,1.0,No,7031,1.0
lolD_2,Lipoprotein-releasing system ATP-binding protein LolD,28,0,3,0,1.0,0.0,,1.0,No,7032,1.0
hisQ,Histidine/lysine/arginine/ornithine transport system permease protein HisQ,28,0,3,0,1.0,0.0,,1.0,No,7033,1.0
ulaF,L-ribulose-5-phosphate 4-epimerase UlaF,28,0,3,0,1.0,0.0,,1.0,No,7034,1.0
rspR_1,HTH-type transcriptional repressor RspR,28,0,3,0,1.0,0.0,,1.0,No,7035,1.0
mutH,DNA mismatch repair protein MutH,28,0,3,0,1.0,0.0,,1.0,No,7036,1.0
bglJ,Transcriptional activator protein BglJ,28,0,3,0,1.0,0.0,,1.0,No,7037,1.0
group_765,hypothetical protein,28,0,3,0,1.0,0.0,,1.0,No,7038,1.0
narI,Respiratory nitrate reductase 1 gamma chain,28,0,3,0,1.0,0.0,,1.0,No,7039,1.0
kdpE,KDP operon transcriptional regulatory protein KdpE,28,0,3,0,1.0,0.0,,1.0,No,7040,1.0
rpe,Ribulose-phosphate 3-epimerase,28,0,3,0,1.0,0.0,,1.0,No,7041,1.0
group_763,hypothetical protein,28,0,3,0,1.0,0.0,,1.0,No,7042,1.0
rnc,Ribonuclease 3,28,0,3,0,1.0,0.0,,1.0,No,7043,1.0
dpiA,Transcriptional regulatory protein DpiA,28,0,3,0,1.0,0.0,,1.0,No,7044,1.0
nfi,Endonuclease V,28,0,3,0,1.0,0.0,,1.0,No,7045,1.0
group_770,hypothetical protein,28,0,3,0,1.0,0.0,,1.0,No,7046,1.0
phoP,Transcriptional regulatory protein PhoP,28,0,3,0,1.0,0.0,,1.0,No,7047,1.0
cecR,HTH-type transcriptional dual regulator CecR,28,0,3,0,1.0,0.0,,1.0,No,7048,1.0
wecD,dTDP-fucosamine acetyltransferase,28,0,3,0,1.0,0.0,,1.0,No,7049,1.0
yiiM,Protein YiiM,28,0,3,0,1.0,0.0,,1.0,No,7050,1.0
gltK,Glutamate/aspartate import permease protein GltK,28,0,3,0,1.0,0.0,,1.0,No,7051,1.0
yjjG,Pyrimidine 5'-nucleotidase YjjG,28,0,3,0,1.0,0.0,,1.0,No,7052,1.0
pspA,Phage shock protein A,28,0,3,0,1.0,0.0,,1.0,No,7053,1.0
folE,GTP cyclohydrolase 1,28,0,3,0,1.0,0.0,,1.0,No,7054,1.0
artM,Arginine ABC transporter permease protein ArtM,28,0,3,0,1.0,0.0,,1.0,No,7055,1.0
basR,Transcriptional regulatory protein BasR,28,0,3,0,1.0,0.0,,1.0,No,7056,1.0
yrfG,GMP/IMP nucleotidase YrfG,28,0,3,0,1.0,0.0,,1.0,No,7057,1.0
ftsE,Cell division ATP-binding protein FtsE,28,0,3,0,1.0,0.0,,1.0,No,7058,1.0
group_772,hypothetical protein,28,0,3,0,1.0,0.0,,1.0,No,7059,1.0
hxpB,Hexitol phosphatase B,28,0,3,0,1.0,0.0,,1.0,No,7060,1.0
ytfE,Iron-sulfur cluster repair protein YtfE,28,0,3,0,1.0,0.0,,1.0,No,7061,1.0
exoX,Exodeoxyribonuclease 10,28,0,3,0,1.0,0.0,,1.0,No,7062,1.0
group_776,hypothetical protein,28,0,3,0,1.0,0.0,,1.0,No,7063,1.0
yhhQ,Queuosine precursor transporter,28,0,3,0,1.0,0.0,,1.0,No,7064,1.0
group_775,hypothetical protein,28,0,3,0,1.0,0.0,,1.0,No,7065,1.0
tcyL,L-cystine transport system permease protein TcyL,28,0,3,0,1.0,0.0,,1.0,No,7066,1.0
ecpB,putative fimbrial chaperone EcpB,28,0,3,0,1.0,0.0,,1.0,No,7067,1.0
group_773,hypothetical protein,28,0,3,0,1.0,0.0,,1.0,No,7068,1.0
glnP,Glutamine transport system permease protein GlnP,28,0,3,0,1.0,0.0,,1.0,No,7069,1.0
yiaD,putative lipoprotein YiaD,28,0,3,0,1.0,0.0,,1.0,No,7070,1.0
fsaB,Fructose-6-phosphate aldolase 2,28,0,3,0,1.0,0.0,,1.0,No,7071,1.0
glaR,HTH-type transcriptional repressor GlaR,28,0,3,0,1.0,0.0,,1.0,No,7072,1.0
can,Carbonic anhydrase 2,28,0,3,0,1.0,0.0,,1.0,No,7073,1.0
ccmB,Heme exporter protein B,28,0,3,0,1.0,0.0,,1.0,No,7074,1.0
nuoB,NADH-quinone oxidoreductase subunit B,28,0,3,0,1.0,0.0,,1.0,No,7075,1.0
yqjA,Inner membrane protein YqjA,28,0,3,0,1.0,0.0,,1.0,No,7076,1.0
pdxH,Pyridoxine/pyridoxamine 5'-phosphate oxidase,28,0,3,0,1.0,0.0,,1.0,No,7077,1.0
group_784,hypothetical protein,28,0,3,0,1.0,0.0,,1.0,No,7078,1.0
yghB,Inner membrane protein YghB,28,0,3,0,1.0,0.0,,1.0,No,7079,1.0
rpiA,Ribose-5-phosphate isomerase A,28,0,3,0,1.0,0.0,,1.0,No,7080,1.0
rluA,Dual-specificity RNA pseudouridine synthase RluA,28,0,3,0,1.0,0.0,,1.0,No,7081,1.0
qseB,Transcriptional regulatory protein QseB,28,0,3,0,1.0,0.0,,1.0,No,7082,1.0
ycgM,Oxaloacetate tautomerase YcgM,28,0,3,0,1.0,0.0,,1.0,No,7083,1.0
yccA,Modulator of FtsH protease YccA,28,0,3,0,1.0,0.0,,1.0,No,7084,1.0
narL_1,Nitrate/nitrite response regulator protein NarL,28,0,3,0,1.0,0.0,,1.0,No,7085,1.0
csgD,CsgBAC operon transcriptional regulatory protein,28,0,3,0,1.0,0.0,,1.0,No,7086,1.0
ulaD,3-keto-L-gulonate-6-phosphate decarboxylase UlaD,28,0,3,0,1.0,0.0,,1.0,No,7087,1.0
metI,D-methionine transport system permease protein MetI,28,0,3,0,1.0,0.0,,1.0,No,7088,1.0
elbB,Glyoxalase ElbB,28,0,3,0,1.0,0.0,,1.0,No,7089,1.0
nfsB,Oxygen-insensitive NAD(P)H nitroreductase,28,0,3,0,1.0,0.0,,1.0,No,7090,1.0
fdnI,Formate dehydrogenase nitrate-inducible cytochrome b556(Fdn) subunit,28,0,3,0,1.0,0.0,,1.0,No,7091,1.0
uvrY,Response regulator UvrY,28,0,3,0,1.0,0.0,,1.0,No,7092,1.0
group_803,hypothetical protein,28,0,3,0,1.0,0.0,,1.0,No,7093,1.0
grxB,Glutaredoxin 2,28,0,3,0,1.0,0.0,,1.0,No,7094,1.0
gloC,Hydroxyacylglutathione hydrolase GloC,28,0,3,0,1.0,0.0,,1.0,No,7095,1.0
rnt,Ribonuclease T,28,0,3,0,1.0,0.0,,1.0,No,7096,1.0
rseA,Anti-sigma-E factor RseA,28,0,3,0,1.0,0.0,,1.0,No,7097,1.0
rcsB_1,Transcriptional regulatory protein RcsB,28,0,3,0,1.0,0.0,,1.0,No,7098,1.0
inaA,Protein InaA,28,0,3,0,1.0,0.0,,1.0,No,7099,1.0
hxpA,Hexitol phosphatase A,28,0,3,0,1.0,0.0,,1.0,No,7100,1.0
eda,KHG/KDPG aldolase,28,0,3,0,1.0,0.0,,1.0,No,7101,1.0
cheZ,Protein phosphatase CheZ,28,0,3,0,1.0,0.0,,1.0,No,7102,1.0
group_804,hypothetical protein,28,0,3,0,1.0,0.0,,1.0,No,7103,1.0
fucA,L-fuculose phosphate aldolase,28,0,3,0,1.0,0.0,,1.0,No,7104,1.0
pspB_2,Putative phosphoserine phosphatase 2,28,0,3,0,1.0,0.0,,1.0,No,7105,1.0
acrR_2,HTH-type transcriptional regulator AcrR,28,0,3,0,1.0,0.0,,1.0,No,7106,1.0
narL_2,Nitrate/nitrite response regulator protein NarL,28,0,3,0,1.0,0.0,,1.0,No,7107,1.0
yfcG,Disulfide-bond oxidoreductase YfcG,28,0,3,0,1.0,0.0,,1.0,No,7108,1.0
hflD,High frequency lysogenization protein HflD,28,0,3,0,1.0,0.0,,1.0,No,7109,1.0
lpoB,Penicillin-binding protein activator LpoB,28,0,3,0,1.0,0.0,,1.0,No,7110,1.0
tmk_1,Thymidylate kinase,28,0,3,0,1.0,0.0,,1.0,No,7111,1.0
lipB,Octanoyltransferase,28,0,3,0,1.0,0.0,,1.0,No,7112,1.0
nadD,Nicotinate-nucleotide adenylyltransferase,28,0,3,0,1.0,0.0,,1.0,No,7113,1.0
pyrE,Orotate phosphoribosyltransferase,28,0,3,0,1.0,0.0,,1.0,No,7114,1.0
ribC,Riboflavin synthase,28,0,3,0,1.0,0.0,,1.0,No,7115,1.0
pncA,Nicotinamidase,28,0,3,0,1.0,0.0,,1.0,No,7116,1.0
mlaC,Intermembrane phospholipid transport system binding protein MlaC,28,0,3,0,1.0,0.0,,1.0,No,7117,1.0
group_820,hypothetical protein,28,0,3,0,1.0,0.0,,1.0,No,7118,1.0
nth,Endonuclease III,28,0,3,0,1.0,0.0,,1.0,No,7119,1.0
purN,Phosphoribosylglycinamide formyltransferase,28,0,3,0,1.0,0.0,,1.0,No,7120,1.0
rutR,HTH-type transcriptional regulator RutR,28,0,3,0,1.0,0.0,,1.0,No,7121,1.0
msrA,Peptide methionine sulfoxide reductase MsrA,28,0,3,0,1.0,0.0,,1.0,No,7122,1.0
leuE,Leucine efflux protein,28,0,3,0,1.0,0.0,,1.0,No,7123,1.0
udk,Uridine kinase,28,0,3,0,1.0,0.0,,1.0,No,7124,1.0
yrbL,putative protein YrbL,28,0,3,0,1.0,0.0,,1.0,No,7125,1.0
crp,DNA-binding transcriptional dual regulator CRP,28,0,3,0,1.0,0.0,,1.0,No,7126,1.0
yfdX,Protein YfdX,28,0,3,0,1.0,0.0,,1.0,No,7127,1.0
group_822,hypothetical protein,28,0,3,0,1.0,0.0,,1.0,No,7128,1.0
fdoI,Formate dehydrogenase cytochrome b556(fdo) subunit,28,0,3,0,1.0,0.0,,1.0,No,7129,1.0
argO,Arginine exporter protein ArgO,28,0,3,0,1.0,0.0,,1.0,No,7130,1.0
group_821,hypothetical protein,28,0,3,0,1.0,0.0,,1.0,No,7131,1.0
pgpC,Phosphatidylglycerophosphatase C,28,0,3,0,1.0,0.0,,1.0,No,7132,1.0
gstB_1,Glutathione S-transferase GstB,28,0,3,0,1.0,0.0,,1.0,No,7133,1.0
group_832,hypothetical protein,28,0,3,0,1.0,0.0,,1.0,No,7134,1.0
ydhY,putative ferredoxin-like protein YdhY,28,0,3,0,1.0,0.0,,1.0,No,7135,1.0
rplC,Large ribosomal subunit protein uL3,28,0,3,0,1.0,0.0,,1.0,No,7136,1.0
rlmE,Ribosomal RNA large subunit methyltransferase E,28,0,3,0,1.0,0.0,,1.0,No,7137,1.0
nudF,ADP-ribose pyrophosphatase,28,0,3,0,1.0,0.0,,1.0,No,7138,1.0
ybdM,putative protein YbdM,28,0,3,0,1.0,0.0,,1.0,No,7139,1.0
engB,putative GTP-binding protein EngB,28,0,3,0,1.0,0.0,,1.0,No,7140,1.0
yqjI,Transcriptional regulator YqjI,28,0,3,0,1.0,0.0,,1.0,No,7141,1.0
lolB,Outer-membrane lipoprotein LolB,28,0,3,0,1.0,0.0,,1.0,No,7142,1.0
gmk,Guanylate kinase,28,0,3,0,1.0,0.0,,1.0,No,7143,1.0
ycaC,putative hydrolase YcaC,28,0,3,0,1.0,0.0,,1.0,No,7144,1.0
dsbA,Thiol:disulfide interchange protein DsbA,28,0,3,0,1.0,0.0,,1.0,No,7145,1.0
upp,Uracil phosphoribosyltransferase,28,0,3,0,1.0,0.0,,1.0,No,7146,1.0
pcm,Protein-L-isoaspartate O-methyltransferase,28,0,3,0,1.0,0.0,,1.0,No,7147,1.0
fabA,3-hydroxydecanoyl-[acyl-carrier-protein] dehydratase,28,0,3,0,1.0,0.0,,1.0,No,7148,1.0
coaE,Dephospho-CoA kinase,28,0,3,0,1.0,0.0,,1.0,No,7149,1.0
group_849,hypothetical protein,28,0,3,0,1.0,0.0,,1.0,No,7150,1.0
fklB,FKBP-type 22 kDa peptidyl-prolyl cis-trans isomerase,28,0,3,0,1.0,0.0,,1.0,No,7151,1.0
rsxG,Ion-translocating oxidoreductase complex subunit G,28,0,3,0,1.0,0.0,,1.0,No,7152,1.0
rsmG,Ribosomal RNA small subunit methyltransferase G,28,0,3,0,1.0,0.0,,1.0,No,7153,1.0
clpP_2,ATP-dependent Clp protease proteolytic subunit,28,0,3,0,1.0,0.0,,1.0,No,7154,1.0
iprA,Inhibitor of hydrogen peroxide resistance,28,0,3,0,1.0,0.0,,1.0,No,7155,1.0
group_840,hypothetical protein,28,0,3,0,1.0,0.0,,1.0,No,7156,1.0
group_853,hypothetical protein,28,0,3,0,1.0,0.0,,1.0,No,7157,1.0
dmsB_1,Anaerobic dimethyl sulfoxide reductase chain B,28,0,3,0,1.0,0.0,,1.0,No,7158,1.0
rpsD,Small ribosomal subunit protein uS4,28,0,3,0,1.0,0.0,,1.0,No,7159,1.0
rhtB,Homoserine/homoserine lactone efflux protein,28,0,3,0,1.0,0.0,,1.0,No,7160,1.0
rhtC_2,Threonine efflux protein,28,0,3,0,1.0,0.0,,1.0,No,7161,1.0
sodA,Superoxide dismutase [Mn],28,0,3,0,1.0,0.0,,1.0,No,7162,1.0
yciO,putative protein YciO,28,0,3,0,1.0,0.0,,1.0,No,7163,1.0
yfgM,Ancillary SecYEG translocon subunit,28,0,3,0,1.0,0.0,,1.0,No,7164,1.0
emtA,Endo-type membrane-bound lytic murein transglycosylase A,28,0,3,0,1.0,0.0,,1.0,No,7165,1.0
ruvA,Holliday junction branch migration complex subunit RuvA,28,0,3,0,1.0,0.0,,1.0,No,7166,1.0
yigZ,IMPACT family member YigZ,28,0,3,0,1.0,0.0,,1.0,No,7167,1.0
cyoC,Cytochrome bo(3) ubiquinol oxidase subunit 3,28,0,3,0,1.0,0.0,,1.0,No,7168,1.0
yagU,Inner membrane protein YagU,28,0,3,0,1.0,0.0,,1.0,No,7169,1.0
evgA,DNA-binding transcriptional activator EvgA,28,0,3,0,1.0,0.0,,1.0,No,7170,1.0
dmsB_2,Anaerobic dimethyl sulfoxide reductase chain B,28,0,3,0,1.0,0.0,,1.0,No,7171,1.0
plsY,putative glycerol-3-phosphate acyltransferase,28,0,3,0,1.0,0.0,,1.0,No,7172,1.0
cysC,Adenylyl-sulfate kinase,28,0,3,0,1.0,0.0,,1.0,No,7173,1.0
leuD,3-isopropylmalate dehydratase small subunit,28,0,3,0,1.0,0.0,,1.0,No,7174,1.0
ttdB,L(+)-tartrate dehydratase subunit beta,28,0,3,0,1.0,0.0,,1.0,No,7175,1.0
gstA,Glutathione S-transferase GstA,28,0,3,0,1.0,0.0,,1.0,No,7176,1.0
lexA,LexA repressor,28,0,3,0,1.0,0.0,,1.0,No,7177,1.0
yibF,putative GST-like protein YibF,28,0,3,0,1.0,0.0,,1.0,No,7178,1.0
lolA,Outer-membrane lipoprotein carrier protein,28,0,3,0,1.0,0.0,,1.0,No,7179,1.0
hycB,Formate hydrogenlyase subunit 2,28,0,3,0,1.0,0.0,,1.0,No,7180,1.0
group_878,ISKra4 family transposase ISCep1,28,0,3,0,1.0,0.0,,1.0,No,7181,1.0
fic,putative protein adenylyltransferase Fic,28,0,3,0,1.0,0.0,,1.0,No,7182,1.0
yhjB,Putative HTH-type transcriptional regulator YhjB,28,0,3,0,1.0,0.0,,1.0,No,7183,1.0
rplD,Large ribosomal subunit protein uL4,28,0,3,0,1.0,0.0,,1.0,No,7184,1.0
osmY,Osmotically-inducible protein Y,28,0,3,0,1.0,0.0,,1.0,No,7185,1.0
ubiJ,Ubiquinone biosynthesis accessory factor UbiJ,28,0,3,0,1.0,0.0,,1.0,No,7186,1.0
recR,Recombination protein RecR,28,0,3,0,1.0,0.0,,1.0,No,7187,1.0
azoR,FMN-dependent NADH:quinone oxidoreductase,28,0,3,0,1.0,0.0,,1.0,No,7188,1.0
rsmD,Ribosomal RNA small subunit methyltransferase D,28,0,3,0,1.0,0.0,,1.0,No,7189,1.0
